latitude,longitude,rwi,error
-2.2296616,-79.6179199,-0.457,0.519
-0.9118267,-78.6291504,1.083,0.485
-2.2516175,-80.2331543,-0.610,0.457
0.2307123,-79.9694824,0.197,0.459
-1.8124418,-80.7604980,0.320,0.518
-0.8239462,-77.6184082,-1.217,0.384
0.2307123,-79.6838379,-0.592,0.387
-1.8783255,-80.7385254,0.648,0.525
-1.2193903,-80.4528809,-0.646,0.456
-2.8442900,-80.0354004,-0.175,0.415
0.6262082,-77.7941895,-0.204,0.517
-0.2087398,-78.3435059,0.284,0.521
-1.2852926,-80.6286621,-0.658,0.390
-2.9540126,-79.7937012,0.139,0.499
-2.8662354,-80.0573730,-0.486,0.431
-1.5269188,-79.3762207,-0.444,0.410
-0.2307123,-79.4201660,-0.724,0.497
-1.4829887,-80.4309082,-0.431,0.410
0.7580345,-79.7277832,-0.443,0.390
-4.1382430,-80.1232910,-0.406,0.470
-0.3405742,-80.1452637,-0.273,0.496
-3.3050503,-79.6838379,-0.079,0.486
0.1208495,-76.9372559,-0.282,0.394
0.1428221,-78.7829590,-0.183,0.506
-4.0505767,-79.8156738,-0.023,0.449
-0.4943786,-79.6179199,-0.593,0.448
-2.0100856,-79.3542480,-0.553,0.515
-1.2852926,-80.0134277,-0.417,0.410
0.5822654,-78.1457520,-0.063,0.413
-1.8563646,-79.1564941,-0.396,0.385
-1.1754546,-79.8156738,-0.648,0.436
-0.1867672,-79.5959473,-0.670,0.413
-0.4943786,-80.3430176,-0.843,0.446
-0.2307123,-79.2224121,0.247,0.477
-1.7245930,-79.6618652,-0.471,0.516
-1.3072596,-80.1013184,-0.843,0.417
-0.0329590,-76.9372559,-0.473,0.424
-1.8563646,-79.9255371,-0.204,0.551
-2.5809138,-78.9587402,-0.024,0.501
-0.8239462,-80.1232910,-0.180,0.485
-0.8898568,-78.9367676,-0.473,0.386
0.2307123,-76.8713379,0.237,0.516
-0.9997051,-80.1452637,-0.359,0.439
-3.3708564,-79.4421387,-0.707,0.527
-3.0637244,-79.7497559,0.585,0.540
-0.5822654,-79.7497559,-0.902,0.400
-2.4272521,-78.1677246,-0.216,0.487
-2.2955282,-80.1232910,0.094,0.414
0.2526847,-79.2004395,-0.508,0.458
-0.0988769,-76.8273926,-0.147,0.433
-3.2173020,-79.1345215,-0.515,0.445
0.5602938,-79.5080566,-0.469,0.414
0.2307123,-76.7614746,-0.519,0.388
-0.4724067,-78.5852051,0.780,0.530
-1.7685179,-79.5300293,-0.009,0.479
-0.0329590,-79.9475098,-0.513,0.472
-1.8563646,-78.4973145,-0.669,0.415
-1.9002862,-78.6950684,-0.548,0.471
-1.8783255,-80.0354004,-0.405,0.526
-1.9881263,-79.7717285,0.432,0.522
0.7360637,-79.5739746,-0.739,0.490
-4.4230904,-79.7717285,-0.379,0.398
-1.6806671,-79.8596191,-0.243,0.476
-1.7026302,-79.1564941,-0.517,0.432
1.3731595,-78.8708496,-0.313,0.497
-1.4610233,-80.2551270,-0.243,0.466
-4.1382430,-79.9914551,-0.779,0.417
-1.5488836,-80.8044434,1.089,0.548
-4.3354564,-79.9694824,-0.262,0.492
-1.3072596,-77.9040527,-0.416,0.456
0.8898568,-78.1018066,-0.768,0.404
-2.9101249,-80.0793457,-0.342,0.453
-0.5602938,-79.9914551,-0.569,0.401
-1.2413579,-80.8044434,0.218,0.511
-4.0944111,-80.1672363,-0.215,0.455
-1.1315182,-78.6511230,-0.461,0.472
-0.9777357,-78.5852051,0.779,0.515
-1.3072596,-79.1784668,0.125,0.468
-0.5163504,-80.1892090,-0.593,0.402
-0.0769043,-76.9372559,-0.278,0.542
-0.4284628,-76.5637207,-0.487,0.451
-2.2735730,-79.8596191,0.601,0.539
-0.6701507,-77.3547363,-0.670,0.387
-3.6778914,-78.6071777,-0.424,0.493
1.1974226,-78.8049316,-0.373,0.440
-4.3792747,-79.8156738,-0.560,0.502
-1.3731595,-77.9699707,-0.374,0.453
-0.4724067,-77.0031738,0.708,0.558
-2.3613917,-79.0905762,-0.576,0.434
0.6262082,-77.9260254,-0.035,0.524
-0.5383221,-78.4753418,0.170,0.498
-3.6340356,-79.1784668,0.023,0.406
-2.0100856,-79.3981934,-0.220,0.492
-4.7516240,-79.1784668,0.144,0.390
-2.3174830,-79.5739746,-0.423,0.505
-1.4170918,-78.5192871,0.322,0.498
-1.9881263,-79.3103027,-0.527,0.469
-2.1418349,-79.0246582,-0.218,0.466
-0.9997051,-78.5852051,0.616,0.512
0.2087398,-76.2341309,-0.107,0.408
-2.2516175,-80.6066895,-0.289,0.449
-0.2087398,-79.4860840,-0.293,0.472
0.1647947,-76.2341309,0.048,0.449
-1.5488836,-79.0246582,0.220,0.481
-3.5682478,-78.7170410,-0.380,0.408
-0.0109863,-79.9914551,-0.508,0.409
0.1647947,-78.4313965,-0.005,0.470
-0.3405742,-80.2770996,-0.330,0.407
0.2746571,-78.1018066,0.257,0.520
-0.0769043,-78.2775879,0.509,0.511
-0.0109863,-78.0798340,-0.470,0.406
-1.6806671,-79.0026855,-0.169,0.521
0.9777357,-79.5959473,0.073,0.496
-0.5822654,-79.3542480,0.204,0.477
-0.1867672,-76.8273926,0.630,0.561
0.3845186,-78.1237793,0.691,0.557
-2.6906608,-79.6838379,-0.483,0.493
0.1428221,-78.7609863,0.657,0.538
0.4943786,-79.8596191,-0.789,0.455
-3.3708564,-78.5852051,-0.719,0.481
0.0109863,-80.0793457,0.880,0.526
-0.9557662,-79.6179199,-0.763,0.478
0.3186019,-79.3103027,-0.635,0.448
-0.9997051,-79.3542480,-0.403,0.500
-1.2193903,-79.8815918,-0.533,0.419
-1.5049538,-79.9694824,-0.154,0.484
1.1754546,-78.8269043,-0.942,0.460
0.0329590,-78.4094238,0.526,0.507
-2.0979197,-79.5080566,0.273,0.503
-2.2955282,-79.2004395,-0.199,0.450
-3.4805234,-79.9255371,-0.100,0.510
-1.2413579,-77.9699707,-0.257,0.401
0.5602938,-78.0139160,-0.162,0.489
-1.0436434,-76.8933105,0.032,0.392
-1.9002862,-79.0246582,0.048,0.401
-0.9337965,-78.5412598,0.198,0.505
-2.4931093,-79.1345215,-0.359,0.452
-0.3845186,-76.8933105,-0.026,0.569
-0.0109863,-78.1896973,-0.303,0.478
-2.1857489,-79.0466309,-0.284,0.438
-1.0656124,-80.2331543,-0.043,0.562
-0.5383221,-79.7058105,-0.229,0.425
-1.0875811,-80.8264160,-0.211,0.405
-0.7800052,-80.4528809,-0.333,0.496
-0.3405742,-78.5632324,1.363,0.536
-1.2852926,-79.1564941,0.171,0.408
0.6921218,-77.7722168,-0.776,0.611
-0.4284628,-80.0354004,-0.514,0.462
-3.0637244,-78.8488770,-0.767,0.482
-0.1647947,-79.8596191,-0.194,0.468
-2.3174830,-79.4641113,0.260,0.474
-0.1867672,-79.4421387,-0.596,0.453
0.0329590,-78.1018066,-0.043,0.490
-2.3174830,-79.0026855,-0.310,0.491
-0.0988769,-79.7277832,-0.327,0.407
-1.9222467,-79.6179199,-0.499,0.520
0.2087398,-78.1896973,0.295,0.539
-1.7685179,-80.5407715,-0.553,0.384
0.8898568,-78.9367676,-1.335,0.404
-0.2746571,-78.2556152,0.014,0.455
-3.0637244,-79.8376465,0.001,0.505
0.2307123,-77.0251465,-0.513,0.388
-2.0979197,-79.4421387,0.063,0.514
-4.4011829,-79.6398926,-0.884,0.398
0.2087398,-76.9812012,-0.541,0.389
-1.7026302,-78.6071777,0.317,0.512
-1.5708481,-79.9694824,-0.488,0.475
-0.1428221,-79.9475098,-0.769,0.394
-0.8239462,-80.0573730,-0.387,0.535
-2.4492049,-79.8596191,-0.118,0.472
-4.0286586,-80.1672363,-0.436,0.420
-0.4284628,-76.9592285,-0.402,0.613
-3.2831139,-79.4860840,-0.330,0.431
-4.5983271,-79.3981934,-0.064,0.392
-0.8239462,-76.9812012,-0.504,0.439
-1.1754546,-80.2331543,0.066,0.440
-1.0436434,-80.2111816,-0.103,0.473
0.4943786,-77.9919434,-0.493,0.455
-1.3511931,-78.8488770,-0.442,0.413
-1.5928123,-79.8596191,-0.192,0.478
-2.0759616,-78.7609863,-0.680,0.484
-0.9557662,-77.7282715,-0.364,0.400
-0.8239462,-79.2224121,-0.657,0.475
-0.9777357,-78.8928223,-0.404,0.443
-2.1857489,-79.2663574,-0.186,0.493
0.0988769,-79.6398926,-0.696,0.402
-0.3405742,-79.1564941,0.372,0.498
-3.1734250,-79.1345215,0.322,0.501
-4.8829942,-79.1564941,-0.383,0.448
0.8459165,-79.8596191,0.041,0.505
-1.6806671,-79.4641113,-0.074,0.546
-4.1163273,-79.6618652,-0.298,0.406
-2.2735730,-79.2004395,-0.210,0.475
-0.8678867,-79.6618652,-0.362,0.466
0.8898568,-79.3762207,-0.949,0.392
-2.8003980,-79.7497559,-0.864,0.488
-0.8898568,-79.7497559,-0.258,0.425
-3.8313699,-78.6071777,-0.021,0.415
-0.2746571,-78.8269043,-0.656,0.548
-1.1534865,-80.6286621,-0.191,0.519
-3.2173020,-79.9914551,0.172,0.519
-2.5589632,-80.1452637,0.157,0.455
-0.2307123,-79.9694824,-0.510,0.425
-0.8019758,-79.4641113,-0.039,0.472
-2.8223442,-79.7277832,-0.401,0.507
-0.0109863,-79.4421387,-0.253,0.479
-3.4585910,-79.7717285,-0.186,0.497
0.5602938,-77.7941895,-0.169,0.480
-0.2307123,-78.3215332,0.625,0.497
-0.7140928,-76.8933105,-0.059,0.509
-0.0549316,-76.7834473,-0.477,0.407
-0.8898568,-79.5520020,-0.268,0.447
0.2087398,-79.3103027,-0.281,0.481
-3.6778914,-79.7497559,-0.238,0.518
0.7580345,-79.7497559,-0.693,0.391
-2.4711573,-80.5407715,-0.617,0.394
-2.0540032,-79.2443848,-0.640,0.423
-1.8124418,-79.5959473,-0.548,0.510
-2.6248138,-78.2775879,-0.432,0.391
-0.4064907,-77.0690918,-0.621,0.511
-2.3613917,-79.0026855,-0.737,0.411
-2.2955282,-80.1452637,-0.413,0.500
-3.1734250,-79.1564941,0.429,0.499
-0.2307123,-78.3874512,0.350,0.518
-0.9118267,-79.9694824,-0.604,0.423
-0.6262082,-79.9475098,-0.532,0.429
-1.6587038,-79.5080566,-0.654,0.478
-0.0329590,-77.1569824,-0.197,0.417
1.0656124,-78.9807129,-0.814,0.487
-0.1208495,-76.6735840,-0.695,0.443
0.4504348,-78.0139160,0.145,0.503
-3.8971380,-79.6618652,-0.566,0.419
-2.3394375,-79.8156738,-0.162,0.469
-0.5383221,-77.2229004,-0.559,0.415
-1.1974226,-78.6071777,0.692,0.475
-1.1754546,-80.4968262,-0.617,0.422
-0.7580345,-79.1784668,-0.490,0.526
-1.8344033,-80.1892090,-0.545,0.470
-1.8563646,-79.3542480,-0.365,0.462
-0.1428221,-76.3220215,0.022,0.519
-1.4610233,-80.4528809,-0.714,0.453
-2.9540126,-79.6398926,0.053,0.471
1.0656124,-79.3762207,0.401,0.560
-0.7580345,-75.5310059,-1.553,0.398
-4.0286586,-79.1784668,0.106,0.482
-1.9661667,-79.6838379,-0.017,0.480
-1.4610233,-80.6286621,-0.591,0.484
-0.2087398,-79.2663574,0.048,0.497
-0.2746571,-78.4313965,-0.199,0.489
-1.1754546,-80.2990723,-0.314,0.469
-2.0759616,-79.5080566,0.038,0.465
-3.4805234,-79.4860840,-0.358,0.399
-0.3625464,-76.6296387,-0.411,0.549
-4.0286586,-79.7497559,-0.272,0.515
-1.9442068,-80.3649902,-0.334,0.421
-1.5269188,-80.1452637,-0.375,0.413
-2.6028640,-80.3869629,0.355,0.488
-0.4724067,-79.6838379,-0.477,0.410
-1.0436434,-79.3542480,-0.345,0.531
-4.0944111,-79.5520020,-0.755,0.529
-3.0198411,-79.7717285,0.064,0.514
-2.4931093,-79.5300293,0.038,0.496
-3.5682478,-79.3322754,0.160,0.476
-2.1418349,-79.8596191,1.442,0.507
-0.5163504,-80.1232910,-0.357,0.399
-0.2746571,-79.7937012,-0.753,0.427
-1.5269188,-77.9040527,-0.966,0.442
-1.9661667,-78.8049316,-0.545,0.403
-1.5269188,-79.0026855,0.305,0.500
-0.9337965,-78.5852051,0.636,0.467
-2.2077054,-80.5847168,0.057,0.569
-2.4272521,-80.2111816,-0.295,0.478
-0.9118267,-89.6154785,1.245,0.474
-0.1647947,-77.0910645,-0.427,0.432
-1.0875811,-79.7277832,-0.646,0.464
-3.0856655,-79.7717285,0.354,0.491
-1.4390576,-78.4973145,-0.172,0.480
-0.8239462,-80.2111816,0.609,0.533
-1.9222467,-79.0905762,-0.426,0.418
-4.4669035,-79.4641113,-0.407,0.460
0.5602938,-79.6179199,-0.705,0.399
-4.1163273,-80.0573730,0.133,0.515
-0.4943786,-80.1452637,-0.167,0.405
-1.3951258,-79.4421387,-0.215,0.485
0.1208495,-79.9914551,0.362,0.490
-1.3292264,-79.9475098,-0.795,0.440
0.4284628,-79.3981934,-0.592,0.415
0.2966295,-76.0363770,-1.195,0.392
0.0549316,-79.5520020,-0.787,0.440
-2.6906608,-78.8488770,0.297,0.479
-0.9337965,-79.9694824,-0.345,0.424
-3.2173020,-79.0246582,-0.598,0.480
-2.5150610,-78.9367676,0.370,0.535
-0.5602938,-79.4860840,0.037,0.450
-1.6147764,-79.7277832,-0.665,0.464
-3.9848207,-79.7058105,-0.414,0.468
0.0549316,-78.1457520,1.005,0.546
-0.0988769,-79.6618652,-0.060,0.466
-2.2735730,-79.5080566,-0.171,0.463
-2.2296616,-79.5520020,0.159,0.511
-0.4284628,-78.7609863,-0.078,0.554
-0.8239462,-79.6618652,-0.471,0.462
-2.6028640,-80.4089355,-0.356,0.455
0.4504348,-79.6838379,-0.766,0.413
-0.3186019,-79.1784668,0.202,0.514
-0.3186019,-78.4753418,1.521,0.469
-2.4272521,-80.6066895,0.130,0.536
-1.0216743,-78.4973145,-0.216,0.452
0.0329590,-79.5520020,-0.805,0.403
-1.8783255,-79.8376465,-0.781,0.501
0.1867672,-76.7614746,-0.710,0.409
0.9997051,-79.4421387,-0.227,0.444
-1.7245930,-78.0358887,-0.325,0.480
-2.7345569,-78.8488770,1.058,0.494
0.1647947,-78.3654785,-0.508,0.485
-3.3927908,-78.4753418,-0.438,0.426
-3.3708564,-79.7717285,-0.288,0.476
-0.8459165,-78.9147949,-0.489,0.417
-0.4724067,-78.9367676,-0.359,0.410
-1.5708481,-79.8596191,-0.148,0.537
-0.9777357,-79.7717285,-0.633,0.458
-4.4011829,-79.4860840,-0.303,0.476
0.5602938,-77.9479980,0.020,0.535
-1.8783255,-77.9040527,-0.819,0.440
-3.3269861,-79.7937012,0.829,0.535
-3.6998186,-79.6838379,-0.586,0.467
-1.5708481,-79.5080566,-0.107,0.482
0.5602938,-79.1784668,-0.589,0.392
1.0436434,-79.3103027,0.540,0.536
-3.0417830,-79.5739746,-0.274,0.426
0.6701507,-79.0246582,-0.859,0.393
0.4064907,-79.6618652,-0.556,0.388
0.9118267,-78.8708496,-0.387,0.394
-1.9222467,-80.6945801,-0.418,0.433
-4.4449973,-80.3430176,-0.465,0.475
0.2746571,-78.9807129,-0.389,0.441
-0.4504348,-80.1452637,0.066,0.507
-1.0875811,-79.4421387,0.372,0.481
-3.4147247,-78.4753418,-0.299,0.475
-0.6262082,-79.4421387,-0.119,0.483
-2.0100856,-79.9694824,0.984,0.510
-4.2697242,-79.6838379,-0.254,0.512
0.2746571,-78.5192871,-0.256,0.414
-3.3708564,-78.4533691,-0.931,0.423
-0.9337965,-80.0573730,-0.511,0.484
-1.2193903,-80.2331543,-0.528,0.426
-0.8898568,-78.5412598,0.179,0.482
-4.0724942,-78.9587402,0.627,0.547
0.1208495,-78.8049316,0.067,0.516
0.0109863,-78.5192871,-0.269,0.501
-1.0656124,-78.5632324,0.252,0.519
-0.0988769,-77.0251465,-0.436,0.443
-0.2307123,-76.8054199,-0.455,0.464
0.7360637,-77.7722168,-0.554,0.400
-4.0286586,-79.7277832,-0.073,0.453
-0.9777357,-80.0134277,-0.844,0.449
1.0216743,-78.9587402,-0.482,0.395
-0.8239462,-77.7941895,-0.488,0.515
-0.8239462,-80.3869629,-0.443,0.422
-0.4064907,-79.5300293,-0.532,0.448
0.3186019,-78.0139160,-0.386,0.388
-0.9337965,-80.2990723,-0.326,0.479
-1.0216743,-80.5407715,0.539,0.539
-0.2526847,-79.3103027,0.018,0.475
-0.2746571,-79.2883301,0.036,0.485
-2.3833455,-78.1677246,-0.076,0.478
-1.1315182,-79.2443848,-0.457,0.507
-1.8563646,-79.9914551,0.452,0.557
-1.7245930,-79.9255371,-0.147,0.495
-1.5269188,-80.4968262,-0.637,0.447
0.8239462,-77.6843262,0.277,0.508
-0.8459165,-78.5192871,-0.394,0.462
0.0988769,-76.7395020,-0.289,0.405
-0.6262082,-79.9255371,-0.272,0.426
-0.8678867,-78.9367676,-0.539,0.443
-2.0100856,-79.4201660,-0.637,0.457
-1.6806671,-79.0246582,0.625,0.546
-1.7465556,-80.3430176,-0.154,0.433
-0.0109863,-79.1564941,-0.584,0.496
-1.4390576,-80.1672363,-0.528,0.591
-2.2077054,-80.0134277,0.192,0.541
0.2307123,-78.5412598,-0.682,0.493
-1.2852926,-80.4748535,-0.558,0.482
-2.5809138,-80.2551270,-0.600,0.484
-0.1647947,-79.2004395,0.051,0.482
0.4943786,-79.9914551,0.241,0.466
-0.4064907,-79.9255371,0.296,0.498
-0.2966295,-76.4978027,-0.301,0.442
-3.1734250,-79.2443848,0.523,0.464
-1.5269188,-78.7609863,-0.223,0.443
-4.4449973,-79.4201660,-0.697,0.471
-4.2039864,-79.5300293,-0.408,0.426
-1.3072596,-78.7390137,0.709,0.506
-4.0505767,-78.6071777,-0.456,0.505
-1.3951258,-79.8156738,-0.591,0.434
-1.5269188,-79.8596191,-0.666,0.407
-0.7140928,-78.5852051,0.245,0.464
-2.9540126,-79.6838379,-0.457,0.499
-1.2413579,-80.5627441,-0.131,0.465
0.9557662,-79.5739746,-0.335,0.435
-2.4931093,-79.5959473,-0.103,0.463
-0.2746571,-79.1784668,0.974,0.525
-1.9222467,-78.5632324,-0.583,0.415
-0.2307123,-79.3981934,-0.412,0.525
-1.8563646,-78.7390137,-0.233,0.455
-0.8678867,-78.5632324,-0.061,0.493
-1.3731595,-80.4968262,-0.754,0.440
-0.6481795,-79.7937012,-0.493,0.402
-2.0759616,-79.2443848,-0.589,0.477
-0.2087398,-76.9592285,-0.751,0.460
-0.0109863,-76.5637207,-0.538,0.448
0.0549316,-78.2336426,0.521,0.503
-2.7126091,-80.2990723,0.629,0.538
-0.9777357,-80.2111816,-0.541,0.460
-3.0417830,-79.1125488,-0.243,0.455
-0.4284628,-80.0134277,-0.834,0.485
-4.1820725,-79.4860840,-0.243,0.452
-3.6121068,-79.8596191,-0.661,0.467
0.7360637,-79.9035645,-0.572,0.424
-0.9557662,-77.7722168,-0.123,0.419
-0.4064907,-80.4309082,-0.548,0.452
-2.2077054,-80.1013184,-0.005,0.573
-1.6147764,-79.8156738,-0.639,0.492
-0.4284628,-77.1350098,-0.089,0.392
-2.2516175,-79.9255371,1.714,0.527
-4.4230904,-79.7277832,0.243,0.513
-1.8563646,-79.5300293,-0.413,0.486
-0.3186019,-79.1564941,0.257,0.522
-2.4711573,-79.1125488,-0.027,0.520
0.5163504,-77.9919434,-0.081,0.455
-3.0856655,-78.8928223,-0.044,0.527
-0.2746571,-79.3322754,-0.583,0.517
-0.2966295,-76.7834473,-0.214,0.446
1.0436434,-79.0686035,-0.030,0.466
0.8019758,-80.0573730,-0.255,0.475
-2.7565043,-79.7277832,-0.187,0.497
-0.7140928,-80.3210449,-0.121,0.445
0.5383221,-79.5080566,-0.738,0.494
-1.6147764,-79.5080566,-0.979,0.485
0.2087398,-78.6950684,-0.398,0.426
-0.9997051,-80.7165527,0.843,0.552
-2.9320690,-79.8156738,0.097,0.486
-4.5326183,-79.4641113,-0.572,0.399
-0.1208495,-78.2556152,-0.600,0.469
-0.4284628,-78.0139160,-0.433,0.449
-2.3833455,-80.0573730,-0.056,0.476
-1.5049538,-79.9914551,-0.636,0.432
0.6701507,-80.0793457,-0.151,0.506
-0.4943786,-79.4421387,0.360,0.551
-4.5983271,-79.1345215,-0.511,0.440
-2.3833455,-80.1672363,-0.697,0.463
-1.2193903,-79.1345215,-0.084,0.401
-3.4147247,-79.9694824,-0.366,0.512
-1.8344033,-79.0246582,-0.244,0.430
-0.2526847,-80.2331543,-0.316,0.410
-3.9409805,-78.8488770,-0.452,0.478
-3.5463174,-79.3103027,-0.429,0.408
-1.0216743,-80.8483887,0.147,0.480
0.2966295,-79.6838379,-0.507,0.412
-4.0067400,-80.1892090,-0.637,0.466
-0.8019758,-79.8156738,-0.858,0.416
-0.3186019,-76.4538574,-0.366,0.432
-1.3731595,-80.5627441,0.021,0.564
-0.7360637,-77.3767090,-0.248,0.440
-0.4504348,-80.4528809,0.174,0.508
-0.7800052,-79.5520020,-0.665,0.446
1.2852926,-78.8049316,-0.608,0.508
-4.2916356,-79.9255371,-0.633,0.445
-0.1647947,-79.3762207,0.060,0.485
-1.7465556,-79.5080566,-0.556,0.493
-2.8442900,-78.8488770,0.358,0.471
-0.3625464,-79.5080566,-0.345,0.496
-0.9118267,-80.0134277,-0.684,0.423
-0.2746571,-80.3210449,0.072,0.423
-0.9777357,-79.7277832,-0.743,0.484
-1.5269188,-80.0354004,-0.444,0.451
-3.8313699,-79.3542480,-0.380,0.520
1.0216743,-79.1345215,-0.573,0.393
-2.1198775,-79.9035645,1.089,0.487
0.2307123,-78.4094238,-0.355,0.549
-0.1867672,-78.4533691,0.969,0.467
-2.2735730,-79.4860840,-0.098,0.473
0.5163504,-77.9040527,0.513,0.512
-2.0540032,-80.3210449,-0.567,0.388
-2.0320445,-77.7062988,-0.595,0.436
-2.1857489,-79.5300293,0.215,0.510
0.5822654,-78.0139160,-0.123,0.473
-0.9997051,-80.6506348,0.265,0.521
-1.0436434,-80.5187988,-0.063,0.541
-1.1534865,-79.8156738,-0.918,0.439
-1.0216743,-79.6179199,-0.136,0.523
1.0216743,-78.6511230,-0.102,0.393
-2.9320690,-79.1345215,-0.161,0.457
-4.6421296,-79.1345215,0.316,0.555
-3.3927908,-79.8156738,-0.494,0.551
0.1867672,-78.3654785,-0.133,0.473
-0.6921218,-77.1130371,-0.158,0.411
-1.0436434,-79.9035645,-0.381,0.521
0.0549316,-80.0793457,0.300,0.544
-1.1754546,-79.3762207,-0.221,0.466
-0.7580345,-80.4309082,0.061,0.493
-3.1734250,-79.8596191,-0.394,0.506
0.2307123,-79.2443848,-0.425,0.426
-3.0637244,-79.4421387,-0.425,0.402
-0.9337965,-77.4645996,-0.989,0.386
-1.5488836,-80.1452637,-0.835,0.421
-0.9777357,-77.7941895,0.014,0.512
-0.9557662,-79.5520020,-0.785,0.490
-3.8971380,-79.9694824,-0.711,0.387
0.0988769,-79.0686035,0.223,0.488
-4.3354564,-79.7937012,0.585,0.534
-4.4230904,-79.4421387,-0.343,0.511
-0.6701507,-78.9587402,-0.327,0.400
-1.9442068,-77.7282715,-1.148,0.402
0.4064907,-78.0798340,0.081,0.467
-1.9881263,-79.4860840,0.007,0.547
-2.4492049,-79.6398926,-0.495,0.462
-0.4284628,-76.6296387,0.361,0.514
-0.6701507,-78.9367676,-0.710,0.401
-0.7140928,-77.2668457,-0.640,0.388
-1.3072596,-79.0246582,-0.015,0.439
-0.7800052,-79.7497559,-0.764,0.403
-1.1754546,-79.1784668,-0.523,0.459
-0.5822654,-79.3762207,0.501,0.529
-3.3269861,-79.5959473,0.346,0.514
1.2193903,-79.0466309,-0.170,0.572
-4.2916356,-79.5959473,-0.438,0.475
0.6481795,-77.7941895,-0.730,0.501
-2.8442900,-79.6618652,-0.352,0.426
0.3845186,-78.2556152,-0.362,0.496
-0.6042368,-79.9255371,0.260,0.423
-1.5269188,-78.5192871,-0.233,0.495
-4.2478122,-79.7277832,-0.469,0.422
-0.3186019,-78.5632324,1.084,0.481
-0.2526847,-78.4753418,0.956,0.505
-0.1867672,-79.0686035,-0.248,0.480
-1.6147764,-78.9367676,-0.409,0.467
-2.2296616,-77.5305176,-0.497,0.428
0.6921218,-79.5959473,-0.288,0.389
-4.3792747,-79.9475098,1.538,0.495
-3.5024552,-80.1892090,-0.283,0.501
-3.6340356,-79.2883301,-0.367,0.501
-0.6701507,-76.3879395,-0.134,0.492
-1.0436434,-80.3649902,0.106,0.532
-1.4390576,-79.8596191,-0.910,0.447
-3.5243866,-78.5412598,-0.076,0.472
-1.3072596,-79.9694824,-0.525,0.396
-2.7345569,-80.2551270,0.215,0.493
-1.1534865,-80.2111816,-0.065,0.428
0.1208495,-79.5080566,-0.475,0.432
-0.0769043,-80.1232910,-0.687,0.426
-0.2087398,-79.0026855,-0.871,0.467
-4.0286586,-78.9147949,-0.405,0.485
-1.4170918,-80.5847168,-0.417,0.520
-0.5383221,-79.4641113,-0.373,0.462
-2.2735730,-79.6618652,-0.751,0.571
-0.9777357,-79.9255371,-0.401,0.466
-1.6147764,-78.4973145,-0.666,0.441
-3.8532931,-78.7609863,0.004,0.480
-1.9661667,-78.6950684,-0.294,0.406
-1.2193903,-80.3869629,-0.645,0.509
-1.5269188,-79.8376465,-0.801,0.416
-4.1382430,-80.1013184,-0.529,0.477
-1.8124418,-79.8156738,-0.355,0.537
-2.1198775,-77.9479980,-0.403,0.495
-1.8124418,-80.0573730,-0.323,0.452
-1.8783255,-78.9147949,-0.178,0.410
-2.7345569,-78.7609863,-0.525,0.495
0.1647947,-76.9812012,-0.701,0.390
0.2307123,-79.9475098,0.077,0.490
-0.2966295,-78.4973145,0.482,0.468
-3.1953637,-79.2663574,0.053,0.481
-0.8019758,-78.8269043,-0.241,0.408
-2.1857489,-78.8269043,0.015,0.458
-2.7784514,-78.8269043,0.078,0.502
-1.3072596,-80.2111816,-0.613,0.416
0.2307123,-79.1345215,-0.578,0.464
-2.4272521,-80.2990723,-0.036,0.474
-1.1534865,-79.3762207,0.030,0.471
-1.8783255,-79.0466309,-0.179,0.421
0.1208495,-78.0578613,-0.539,0.432
-0.1647947,-78.3874512,0.618,0.537
-2.2296616,-78.8488770,-0.011,0.489
-0.3625464,-76.8933105,-0.431,0.526
0.0769043,-77.0690918,-0.658,0.510
-2.4711573,-80.1232910,0.187,0.496
-1.8563646,-78.8928223,-0.035,0.423
-2.0100856,-79.1345215,-0.429,0.431
-2.2077054,-79.5959473,0.166,0.550
-1.5928123,-78.7390137,0.652,0.494
0.9337965,-79.7277832,0.204,0.518
-0.5383221,-77.2009277,-0.279,0.494
-0.8239462,-78.5632324,0.171,0.477
-3.8752158,-78.6950684,-0.539,0.576
-0.7580345,-79.6179199,-0.703,0.435
1.0216743,-79.3981934,-0.607,0.391
0.2746571,-76.7395020,-0.541,0.404
-0.4943786,-79.3322754,-0.176,0.489
-1.0875811,-78.9367676,-0.310,0.394
0.0109863,-79.5739746,-0.384,0.412
-1.7465556,-78.8049316,-0.360,0.427
-1.6587038,-78.5412598,-0.338,0.487
-0.8019758,-78.5632324,0.174,0.498
-0.3625464,-80.2331543,-0.526,0.443
-3.9848207,-79.7497559,-0.053,0.450
0.1867672,-78.2995605,-0.250,0.465
-0.8019758,-77.5964355,-0.583,0.419
-1.4170918,-79.2224121,0.043,0.480
0.5822654,-78.1237793,-0.020,0.489
-1.2193903,-79.3322754,0.276,0.513
-1.3072596,-78.4094238,-0.335,0.530
-3.5243866,-79.3981934,-0.287,0.450
-1.5269188,-80.6945801,-0.640,0.425
-4.1601581,-80.0573730,-0.592,0.456
-1.3951258,-79.9255371,-0.713,0.466
-0.7360637,-77.1350098,-0.121,0.420
-1.9661667,-77.7502441,-0.627,0.403
-1.6587038,-80.1232910,-0.404,0.413
0.5383221,-78.1018066,0.023,0.456
-3.4805234,-80.1892090,0.120,0.554
